state_fips,county_fips3,name,homeown,share65,frac,medinc,pop
17,035,"Cumberland County, Illinois",0.7867,0.1932,0.0651,56206,10836
17,085,"Jo Daviess County, Illinois",0.7838,0.2720,0.1028,57946,21588
17,101,"Lawrence County, Illinois",0.7417,0.1874,0.2759,46636,16033
17,123,"Marshall County, Illinois",0.8184,0.2278,0.1052,58465,11679
17,021,"Christian County, Illinois",0.7507,0.1936,0.0964,52834,32931
17,077,"Jackson County, Illinois",0.5147,0.1483,0.4256,37241,57977
17,143,"Peoria County, Illinois",0.6510,0.1645,0.4751,55842,182770
17,147,"Piatt County, Illinois",0.8249,0.1911,0.0740,70849,16401
17,175,"Stark County, Illinois",0.7849,0.2188,0.0888,54907,5447
17,005,"Bond County, Illinois",0.7585,0.1827,0.2221,57289,16589
17,015,"Carroll County, Illinois",0.7661,0.2487,0.1320,52410,14466
17,083,"Jersey County, Illinois",0.8193,0.1908,0.0847,63028,21937
18,069,"Huntington County, Indiana",0.7546,0.1685,0.1009,53632,36359
18,181,"White County, Indiana",0.7755,0.1951,0.1947,54576,24149
18,075,"Jay County, Indiana",0.7301,0.1735,0.0987,47658,20840
18,145,"Shelby County, Indiana",0.7330,0.1665,0.1462,60404,44438
18,153,"Sullivan County, Indiana",0.7437,0.1726,0.1528,50245,20730
18,157,"Tippecanoe County, Indiana",0.5508,0.1113,0.4082,53130,191553
18,057,"Hamilton County, Indiana",0.7695,0.1187,0.2927,98173,323117
18,005,"Bartholomew County, Indiana",0.7144,0.1604,0.3249,63431,82481
18,049,"Fulton County, Indiana",0.7465,0.1890,0.1549,52034,20096
18,113,"Noble County, Indiana",0.7661,0.1523,0.2311,56789,47506
18,019,"Clark County, Indiana",0.7114,0.1541,0.2988,55630,116507
18,063,"Hendricks County, Indiana",0.7846,0.1333,0.2828,81933,163799
18,053,"Grant County, Indiana",0.6843,0.1867,0.2713,44356,66452
18,071,"Jackson County, Indiana",0.7206,0.1585,0.2174,51250,44025
18,119,"Owen County, Indiana",0.7919,0.1896,0.0751,49543,20835
18,183,"Whitley County, Indiana",0.8218,0.1762,0.0886,61741,33730
18,023,"Clinton County, Indiana",0.7057,0.1616,0.3000,54286,32273
18,161,"Union County, Indiana",0.7198,0.1882,0.0888,50375,7113
18,029,"Dearborn County, Indiana",0.7963,0.1702,0.0754,68658,49479
18,093,"Lawrence County, Indiana",0.7698,0.1977,0.0838,53610,45548
18,123,"Perry County, Indiana",0.7774,0.1816,0.1132,52348,19102
18,129,"Posey County, Indiana",0.8172,0.1821,0.0791,64196,25560
18,015,"Carroll County, Indiana",0.8069,0.1915,0.1161,54806,20074
18,045,"Fountain County, Indiana",0.7617,0.1951,0.0906,52874,16430
18,149,"Starke County, Indiana",0.8015,0.1782,0.1105,51190,22952
18,055,"Greene County, Indiana",0.7961,0.1928,0.0661,51613,32159
18,089,"Lake County, Indiana",0.6969,0.1608,0.6157,56128,485707
18,107,"Montgomery County, Indiana",0.7154,0.1779,0.1531,55522,38287
18,001,"Adams County, Indiana",0.7710,0.1513,0.1239,52504,35376
18,041,"Fayette County, Indiana",0.6951,0.1963,0.0870,46175,23194
18,021,"Clay County, Indiana",0.7756,0.1782,0.0751,55637,26234
18,037,"Dubois County, Indiana",0.7790,0.1686,0.1800,60666,42543
18,047,"Franklin County, Indiana",0.8395,0.1753,0.0620,62462,22774
18,059,"Hancock County, Indiana",0.7924,0.1593,0.1450,74072,75164
18,067,"Howard County, Indiana",0.7025,0.1906,0.2685,52373,82331
18,115,"Ohio County, Indiana",0.7624,0.2097,0.0701,60128,5874
18,121,"Parke County, Indiana",0.7875,0.1911,0.1057,52618,16946
18,135,"Randolph County, Indiana",0.7628,0.1969,0.1371,48036,24926
18,007,"Benton County, Indiana",0.7404,0.1752,0.1416,49488,8677
18,013,"Brown County, Indiana",0.8441,0.2430,0.0844,61030,15064
18,133,"Putnam County, Indiana",0.7160,0.1638,0.1562,61047,37384
18,175,"Washington County, Indiana",0.7782,0.1672,0.0633,47983,27848
18,027,"Daviess County, Indiana",0.7348,0.1518,0.1587,53629,33120
18,065,"Henry County, Indiana",0.7349,0.1863,0.1246,49832,48255
18,083,"Knox County, Indiana",0.6456,0.1752,0.1391,47380,37065
18,095,"Madison County, Indiana",0.6964,0.1794,0.2716,49522,129455
18,125,"Pike County, Indiana",0.8236,0.1969,0.0718,50194,12378
18,131,"Pulaski County, Indiana",0.7593,0.1890,0.1127,49580,12559
18,151,"Steuben County, Indiana",0.7777,0.1958,0.1185,58279,34453
18,171,"Warren County, Indiana",0.8385,0.2013,0.0793,60553,8237
18,165,"Vermillion County, Indiana",0.7314,0.1945,0.0698,50243,15539
18,179,"Wells County, Indiana",0.7886,0.1794,0.1086,59237,28011
18,003,"Allen County, Indiana",0.6843,0.1421,0.4336,54857,372575
18,031,"Decatur County, Indiana",0.6983,0.1650,0.0963,57949,26562
18,035,"Delaware County, Indiana",0.6347,0.1685,0.2405,43512,115020
18,043,"Floyd County, Indiana",0.7296,0.1568,0.2242,64468,77320
18,077,"Jefferson County, Indiana",0.7187,0.1736,0.1412,52718,32201
18,079,"Jennings County, Indiana",0.7774,0.1592,0.0961,54191,27710
18,081,"Johnson County, Indiana",0.7265,0.1441,0.2047,72440,153716
18,103,"Miami County, Indiana",0.7149,0.1731,0.2085,50657,35815
18,109,"Morgan County, Indiana",0.7715,0.1626,0.0779,64335,69922
18,051,"Gibson County, Indiana",0.7547,0.1719,0.1232,55462,33656
18,111,"Newton County, Indiana",0.7791,0.1892,0.1318,55356,13992
18,117,"Orange County, Indiana",0.7437,0.1892,0.0949,47917,19545
18,141,"St. Joseph County, Indiana",0.6818,0.1540,0.4480,52769,270216
18,085,"Kosciusko County, Indiana",0.7478,0.1623,0.2213,61366,79035
18,099,"Marshall County, Indiana",0.7472,0.1728,0.2280,52658,46461
18,155,"Switzerland County, Indiana",0.7484,0.1773,0.0897,49383,10685
18,163,"Vanderburgh County, Indiana",0.6478,0.1642,0.2902,49708,181291
18,009,"Blackford County, Indiana",0.7471,0.2101,0.0868,43505,12013
18,143,"Scott County, Indiana",0.7197,0.1661,0.0897,48700,23759
18,105,"Monroe County, Indiana",0.5592,0.1261,0.2949,49839,146461
18,039,"Elkhart County, Indiana",0.6981,0.1430,0.4116,57021,204558
18,025,"Crawford County, Indiana",0.8261,0.1916,0.0769,41662,10569
18,017,"Cass County, Indiana",0.7396,0.1741,0.3401,49415,37880
18,097,"Marion County, Indiana",0.5386,0.1227,0.6053,48316,951869
18,177,"Wayne County, Indiana",0.6695,0.1879,0.2190,46516,66342
18,061,"Harrison County, Indiana",0.8299,0.1722,0.0898,57712,39940
18,091,"LaPorte County, Indiana",0.7234,0.1734,0.3546,53658,110154
18,169,"Wabash County, Indiana",0.7399,0.2039,0.1090,54259,31389
18,073,"Jasper County, Indiana",0.7661,0.1729,0.1577,63892,33447
18,101,"Martin County, Indiana",0.7819,0.1910,0.0580,52726,10212
18,127,"Porter County, Indiana",0.7507,0.1595,0.2961,71152,168636
18,137,"Ripley County, Indiana",0.7589,0.1735,0.0865,56332,28391
18,147,"Spencer County, Indiana",0.8185,0.1927,0.0990,57305,20447
18,159,"Tipton County, Indiana",0.8171,0.2028,0.0984,58118,15162
18,167,"Vigo County, Indiana",0.6181,0.1596,0.2626,45230,107459
18,173,"Warrick County, Indiana",0.7851,0.1701,0.1448,73482,62280
18,033,"DeKalb County, Indiana",0.7607,0.1579,0.0962,56421,42927
18,087,"LaGrange County, Indiana",0.8214,0.1342,0.1122,64498,39193
18,139,"Rush County, Indiana",0.7137,0.1787,0.0838,54346,16641
18,011,"Boone County, Indiana",0.7714,0.1291,0.1767,83077,65544
19,011,"Benton County, Iowa",0.8284,0.1806,0.0773,67729,25636
19,061,"Dubuque County, Iowa",0.7334,0.1730,0.1740,63031,96982
19,151,"Pocahontas County, Iowa",0.7726,0.2272,0.1358,52448,6797
19,177,"Van Buren County, Iowa",0.8131,0.2213,0.0715,48591,7150
19,003,"Adams County, Iowa",0.8173,0.2278,0.0387,49255,3670
19,009,"Audubon County, Iowa",0.7678,0.2430,0.0667,52055,5571
19,051,"Davis County, Iowa",0.8520,0.1743,0.0623,63404,8920
19,093,"Ida County, Iowa",0.7556,0.2190,0.0900,58427,6901
19,135,"Monroe County, Iowa",0.7990,0.1964,0.0726,58269,7807
19,167,"Sioux County, Iowa",0.8034,0.1522,0.2330,69844,34827
19,025,"Calhoun County, Iowa",0.7882,0.2280,0.1108,52323,9744
19,033,"Cerro Gordo County, Iowa",0.6911,0.2111,0.1762,53963,42834
19,083,"Hardin County, Iowa",0.7489,0.2130,0.1537,54196,17061
19,117,"Lucas County, Iowa",0.7814,0.2139,0.0491,55205,8583
19,147,"Palo Alto County, Iowa",0.7234,0.2153,0.1272,52932,9003
19,087,"Henry County, Iowa",0.7117,0.1843,0.2208,53501,19941
19,099,"Jasper County, Iowa",0.7450,0.1890,0.1253,58952,36971
19,157,"Poweshiek County, Iowa",0.6859,0.2020,0.1581,53852,18388
19,043,"Clayton County, Iowa",0.7453,0.2295,0.0793,53152,17625
19,017,"Bremer County, Iowa",0.8268,0.1957,0.0959,70395,24864
19,063,"Emmet County, Iowa",0.7810,0.2052,0.2318,51563,9438
19,081,"Hancock County, Iowa",0.7708,0.2183,0.1297,61761,10802
19,097,"Jackson County, Iowa",0.7901,0.2040,0.0877,55967,19401
19,111,"Lee County, Iowa",0.7441,0.1988,0.1727,49564,34227
19,181,"Warren County, Iowa",0.7901,0.1554,0.1114,77048,50076
19,123,"Mahaska County, Iowa",0.6902,0.1807,0.1304,54825,22164
19,041,"Clay County, Iowa",0.6772,0.2054,0.1290,50521,16211
19,055,"Delaware County, Iowa",0.8436,0.1907,0.0669,63750,17183
19,185,"Wayne County, Iowa",0.8111,0.2170,0.0762,44768,6429
19,163,"Scott County, Iowa",0.6902,0.1577,0.3486,61183,172446
19,023,"Butler County, Iowa",0.7790,0.2234,0.0674,57115,14628
19,071,"Fremont County, Iowa",0.7633,0.2227,0.1020,56750,6946
19,079,"Hamilton County, Iowa",0.7238,0.2016,0.1999,60910,14997
19,173,"Taylor County, Iowa",0.7825,0.2197,0.1770,50431,6167
19,175,"Union County, Iowa",0.7040,0.2003,0.1151,49900,12358
19,195,"Worth County, Iowa",0.7759,0.2019,0.1102,57130,7445
19,159,"Ringgold County, Iowa",0.7722,0.2401,0.0893,55271,4964
19,001,"Adair County, Iowa",0.7431,0.2210,0.0780,53363,7085
19,037,"Chickasaw County, Iowa",0.8067,0.2012,0.0822,60034,12026
19,039,"Clarke County, Iowa",0.7042,0.1785,0.2959,54427,9360
19,059,"Dickinson County, Iowa",0.7939,0.2554,0.0836,59969,17127
19,103,"Johnson County, Iowa",0.5849,0.1131,0.3729,62542,148577
19,107,"Keokuk County, Iowa",0.7840,0.2154,0.0708,52881,10188
19,171,"Tama County, Iowa",0.7579,0.1952,0.3318,56037,17032
19,179,"Wapello County, Iowa",0.7152,0.1736,0.3106,46246,35141
19,069,"Franklin County, Iowa",0.7467,0.2075,0.2309,56419,10162
19,027,"Carroll County, Iowa",0.7583,0.1972,0.0596,59212,20281
19,031,"Cedar County, Iowa",0.8122,0.1925,0.0864,67795,18457
19,067,"Floyd County, Iowa",0.7122,0.2172,0.1602,50406,15786
19,073,"Greene County, Iowa",0.7341,0.2230,0.1039,53050,8950
19,115,"Louisa County, Iowa",0.7691,0.1833,0.3629,56673,11178
19,119,"Lyon County, Iowa",0.8536,0.1786,0.0882,64982,11776
19,125,"Marion County, Iowa",0.7080,0.1750,0.1043,61038,33172
19,183,"Washington County, Iowa",0.7096,0.1874,0.1674,62556,22100
19,197,"Wright County, Iowa",0.7170,0.2203,0.2556,53333,12739
19,029,"Cass County, Iowa",0.6923,0.2257,0.0909,50187,13091
19,035,"Cherokee County, Iowa",0.7462,0.2350,0.1267,56550,11343
19,047,"Crawford County, Iowa",0.6915,0.1702,0.4866,55755,17034
19,057,"Des Moines County, Iowa",0.7032,0.2026,0.2321,51267,39386
19,065,"Fayette County, Iowa",0.7657,0.2100,0.1216,51128,19803
19,085,"Harrison County, Iowa",0.7573,0.1942,0.0740,63854,14089
19,109,"Kossuth County, Iowa",0.7570,0.2307,0.1010,56073,14978
19,129,"Mills County, Iowa",0.7785,0.1803,0.1138,72079,15034
19,133,"Monona County, Iowa",0.7235,0.2434,0.1032,47605,8730
19,139,"Muscatine County, Iowa",0.7343,0.1611,0.3781,58453,42889
19,143,"Osceola County, Iowa",0.7839,0.2097,0.1993,59725,6052
19,153,"Polk County, Iowa",0.6710,0.1276,0.3819,67637,479612
19,187,"Webster County, Iowa",0.6800,0.1802,0.2353,47466,36545
19,169,"Story County, Iowa",0.5352,0.1180,0.2884,56756,96941
19,193,"Woodbury County, Iowa",0.6644,0.1469,0.4363,59224,102586
19,013,"Black Hawk County, Iowa",0.6549,0.1597,0.3304,53539,132393
19,075,"Grundy County, Iowa",0.8155,0.2048,0.0601,68038,12299
19,105,"Jones County, Iowa",0.7831,0.2016,0.1178,57549,20559
19,131,"Mitchell County, Iowa",0.8076,0.2174,0.0696,58302,10608
19,137,"Montgomery County, Iowa",0.7022,0.2089,0.1195,51696,10053
19,161,"Sac County, Iowa",0.7939,0.2316,0.0987,58232,9802
19,149,"Plymouth County, Iowa",0.7751,0.1807,0.1559,67297,25068
19,019,"Buchanan County, Iowa",0.7931,0.1785,0.0758,64837,21118
19,045,"Clinton County, Iowa",0.7326,0.1931,0.1670,51688,46909
19,053,"Decatur County, Iowa",0.6703,0.1964,0.1394,44462,7979
19,101,"Jefferson County, Iowa",0.6629,0.2157,0.3412,47708,18148
19,005,"Allamakee County, Iowa",0.7934,0.2227,0.1769,52216,13813
19,113,"Linn County, Iowa",0.7383,0.1553,0.2581,64903,223861
19,049,"Dallas County, Iowa",0.7373,0.1189,0.2637,88479,87099
19,141,"O'Brien County, Iowa",0.7168,0.2050,0.1426,53703,13835
19,189,"Winnebago County, Iowa",0.7603,0.2086,0.1607,49870,10534
19,165,"Shelby County, Iowa",0.7746,0.2268,0.1048,58000,11606
19,007,"Appanoose County, Iowa",0.7101,0.2270,0.0936,40167,12452
19,095,"Iowa County, Iowa",0.8041,0.1843,0.0968,61443,16189
19,145,"Page County, Iowa",0.7154,0.2165,0.1688,51867,15268
19,191,"Winneshiek County, Iowa",0.7934,0.2002,0.0965,65263,20262
19,155,"Pottawattamie County, Iowa",0.6843,0.1696,0.2230,60065,93393
19,127,"Marshall County, Iowa",0.7048,0.1769,0.4471,56437,39964
19,015,"Boone County, Iowa",0.7813,0.1769,0.1088,64000,26370
19,021,"Buena Vista County, Iowa",0.6461,0.1509,0.5691,57125,20058
19,089,"Howard County, Iowa",0.7966,0.2023,0.0682,55060,9226
19,077,"Guthrie County, Iowa",0.7965,0.2210,0.0958,61161,10669
19,091,"Humboldt County, Iowa",0.7425,0.2080,0.1250,54575,9554
19,121,"Madison County, Iowa",0.7844,0.1708,0.0907,66316,16012
20,181,"Sherman County, Kansas",0.6690,0.1876,0.2853,54754,5938
20,193,"Thomas County, Kansas",0.6761,0.1634,0.1845,60124,7810
20,127,"Morris County, Kansas",0.8035,0.2434,0.1581,55658,5566
20,163,"Rooks County, Kansas",0.7698,0.2213,0.1129,49415,5053
20,025,"Clark County, Kansas",0.7434,0.2359,0.1905,53348,2026
20,077,"Harper County, Kansas",0.6962,0.2226,0.1825,49865,5594
20,111,"Lyon County, Kansas",0.6001,0.1477,0.4473,46338,33251
20,145,"Pawnee County, Kansas",0.6605,0.2027,0.2830,49917,6629
20,033,"Comanche County, Kansas",0.7963,0.2609,0.0763,54821,1740
20,063,"Gove County, Kansas",0.7576,0.2655,0.1343,48317,2644
20,079,"Harvey County, Kansas",0.7158,0.1917,0.2995,57982,34503
20,093,"Kearny County, Kansas",0.7610,0.1464,0.4524,52599,3907
20,113,"McPherson County, Kansas",0.6951,0.1951,0.1587,59089,28567
20,071,"Greeley County, Kansas",0.6301,0.2051,0.3836,54112,1185
20,051,"Ellis County, Kansas",0.6117,0.1500,0.1963,52883,28775
20,107,"Linn County, Kansas",0.7750,0.2210,0.1234,48778,9671
20,175,"Seward County, Kansas",0.6671,0.0939,0.5315,49291,22349
20,091,"Johnson County, Kansas",0.6923,0.1406,0.3499,89087,591506
20,121,"Miami County, Kansas",0.7923,0.1704,0.1391,71995,33417
20,207,"Woodson County, Kansas",0.7706,0.2442,0.1367,39643,3157
20,135,"Ness County, Kansas",0.8337,0.2528,0.2264,56492,2876
20,011,"Bourbon County, Kansas",0.7140,0.1944,0.1856,43917,14608
20,097,"Kiowa County, Kansas",0.7056,0.2132,0.2085,53274,2505
20,177,"Shawnee County, Kansas",0.6443,0.1760,0.4294,56762,177852
20,019,"Chautauqua County, Kansas",0.7768,0.2606,0.2501,40298,3323
20,155,"Reno County, Kansas",0.6929,0.1931,0.2829,49936,62765
20,043,"Doniphan County, Kansas",0.7203,0.1886,0.1804,49703,7684
20,081,"Haskell County, Kansas",0.7621,0.1419,0.4595,55064,4018
20,171,"Scott County, Kansas",0.6995,0.1812,0.3122,65417,4917
20,013,"Brown County, Kansas",0.7022,0.1950,0.2964,48333,9626
20,147,"Phillips County, Kansas",0.7573,0.2283,0.1214,50093,5340
20,039,"Decatur County, Kansas",0.7372,0.2745,0.0912,48125,2860
20,187,"Stanton County, Kansas",0.7435,0.1711,0.5025,52054,2052
20,119,"Meade County, Kansas",0.6921,0.1732,0.3879,59316,4180
20,125,"Montgomery County, Kansas",0.6878,0.1924,0.3557,45157,32521
20,151,"Pratt County, Kansas",0.6774,0.1888,0.2135,52327,9452
20,153,"Rawlins County, Kansas",0.7406,0.2686,0.1877,53207,2502
20,003,"Anderson County, Kansas",0.7436,0.2115,0.0993,50213,7835
20,053,"Ellsworth County, Kansas",0.7684,0.2061,0.2590,54902,6231
20,061,"Geary County, Kansas",0.3791,0.0813,0.6170,53133,34025
20,057,"Ford County, Kansas",0.6151,0.1059,0.5382,51711,34179
20,167,"Russell County, Kansas",0.7801,0.2356,0.1457,44792,6948
20,117,"Marshall County, Kansas",0.7870,0.2135,0.1037,51895,9749
20,001,"Allen County, Kansas",0.7076,0.2024,0.1849,45333,12556
20,023,"Cheyenne County, Kansas",0.8002,0.2645,0.1287,47639,2665
20,035,"Cowley County, Kansas",0.6743,0.1810,0.3503,50102,35351
20,049,"Elk County, Kansas",0.7952,0.2893,0.1849,38750,2523
20,059,"Franklin County, Kansas",0.7232,0.1645,0.1689,56582,25558
20,083,"Hodgeman County, Kansas",0.8149,0.2201,0.2165,61211,1876
20,089,"Jewell County, Kansas",0.8130,0.2964,0.0937,40676,2885
20,159,"Rice County, Kansas",0.7450,0.1864,0.2947,53012,9658
20,185,"Stafford County, Kansas",0.8120,0.2107,0.2862,49375,4181
20,139,"Osage County, Kansas",0.7469,0.1955,0.1288,54090,15881
20,031,"Coffey County, Kansas",0.7587,0.2080,0.1280,59583,8254
20,037,"Crawford County, Kansas",0.5938,0.1519,0.2450,41004,38968
20,073,"Greenwood County, Kansas",0.7378,0.2472,0.1526,41982,6081
20,099,"Labette County, Kansas",0.6951,0.1848,0.2634,47643,20119
20,173,"Sedgwick County, Kansas",0.6295,0.1404,0.5042,56524,513375
20,157,"Republic County, Kansas",0.7290,0.2742,0.0891,47976,4658
20,065,"Graham County, Kansas",0.8227,0.2652,0.2126,46375,2519
20,045,"Douglas County, Kansas",0.5131,0.1181,0.3734,59435,120290
20,179,"Sheridan County, Kansas",0.7672,0.2350,0.1327,62885,2506
20,069,"Gray County, Kansas",0.7815,0.1482,0.3047,64930,6039
20,199,"Wallace County, Kansas",0.7594,0.2217,0.1586,63269,1574
20,017,"Chase County, Kansas",0.8069,0.2416,0.1651,45353,2637
20,189,"Stevens County, Kansas",0.7023,0.1456,0.5003,57806,5603
20,183,"Smith County, Kansas",0.7707,0.2732,0.1026,43429,3627
20,067,"Grant County, Kansas",0.7448,0.1288,0.5066,53413,7467
20,085,"Jackson County, Kansas",0.7557,0.1883,0.2828,57914,13266
20,095,"Kingman County, Kansas",0.7855,0.2180,0.1305,60469,7340
20,109,"Logan County, Kansas",0.6921,0.2018,0.1839,51740,2805
20,131,"Nemaha County, Kansas",0.7492,0.1968,0.0940,63216,10121
20,149,"Pottawatomie County, Kansas",0.7865,0.1410,0.1885,66835,23847
20,209,"Wyandotte County, Kansas",0.5741,0.1203,0.6987,46881,164861
20,021,"Cherokee County, Kansas",0.7271,0.1902,0.2176,43175,20179
20,015,"Butler County, Kansas",0.7448,0.1484,0.2074,64782,66698
20,027,"Clay County, Kansas",0.7106,0.2311,0.1157,53929,8082
20,105,"Lincoln County, Kansas",0.7788,0.2369,0.1009,45076,3044
20,169,"Saline County, Kansas",0.6670,0.1721,0.3420,52200,54701
20,191,"Sumner County, Kansas",0.7412,0.1830,0.1934,55000,23114
20,195,"Trego County, Kansas",0.7491,0.2528,0.0953,57966,2840
20,197,"Wabaunsee County, Kansas",0.8546,0.1952,0.1485,61178,6889
20,205,"Wilson County, Kansas",0.7330,0.2102,0.1503,48341,8688
20,123,"Mitchell County, Kansas",0.7128,0.2363,0.0980,46203,6145
20,141,"Osborne County, Kansas",0.7476,0.2442,0.1067,51286,3530
20,005,"Atchison County, Kansas",0.6937,0.1692,0.2187,50439,16268
20,055,"Finney County, Kansas",0.6437,0.1063,0.5774,60798,36750
20,075,"Hamilton County, Kansas",0.7169,0.1355,0.4750,46944,2591
20,103,"Leavenworth County, Kansas",0.6742,0.1411,0.3636,73013,80745
20,201,"Washington County, Kansas",0.7792,0.2383,0.0821,50588,5493
20,203,"Wichita County, Kansas",0.7334,0.1878,0.4945,57978,2130
20,129,"Morton County, Kansas",0.6946,0.2099,0.4366,47750,2754
20,137,"Norton County, Kansas",0.8016,0.2051,0.2037,49038,5446
20,009,"Barton County, Kansas",0.7026,0.1885,0.3124,49723,26453
20,029,"Cloud County, Kansas",0.7292,0.2099,0.1331,45373,8938
20,047,"Edwards County, Kansas",0.7798,0.2112,0.3766,50902,2869
20,101,"Lane County, Kansas",0.7556,0.1841,0.1663,52125,1564
20,165,"Rush County, Kansas",0.7579,0.2485,0.1434,47981,3022
20,115,"Marion County, Kansas",0.7854,0.2310,0.1412,52123,11964
20,133,"Neosho County, Kansas",0.7035,0.1921,0.1897,46291,16108
20,143,"Ottawa County, Kansas",0.7960,0.1987,0.1136,54784,5822
20,161,"Riley County, Kansas",0.4319,0.0891,0.3996,51208,75056
20,007,"Barber County, Kansas",0.7176,0.2158,0.1955,50174,4624
20,041,"Dickinson County, Kansas",0.7061,0.1946,0.1719,49991,18828
20,087,"Jefferson County, Kansas",0.8407,0.1846,0.1226,64864,18890
21,079,"Garrard County, Kentucky",0.8240,0.1789,0.1118,52631,17445
21,037,"Campbell County, Kentucky",0.6973,0.1520,0.1463,63050,92861
21,063,"Elliott County, Kentucky",0.7535,0.1897,0.0841,32306,7510
21,123,"Larue County, Kentucky",0.7408,0.1711,0.1626,47643,14204
21,167,"Mercer County, Kentucky",0.7227,0.1846,0.1723,55093,21592
21,207,"Russell County, Kentucky",0.7413,0.1975,0.1244,38390,17778
21,229,"Washington County, Kentucky",0.7496,0.1789,0.2258,53743,12023
21,009,"Barren County, Kentucky",0.6668,0.1715,0.1801,41459,43884
21,091,"Hancock County, Kentucky",0.7919,0.1687,0.0875,57217,8720
21,093,"Hardin County, Kentucky",0.6148,0.1369,0.4034,54367,108527
21,149,"McLean County, Kentucky",0.7842,0.1923,0.0766,51861,9283
21,197,"Powell County, Kentucky",0.6904,0.1549,0.0828,37469,12304
21,033,"Caldwell County, Kentucky",0.7637,0.2089,0.1695,44775,12702
21,019,"Boyd County, Kentucky",0.6876,0.1890,0.1317,48308,47682
21,067,"Fayette County, Kentucky",0.5444,0.1296,0.4671,57291,320601
21,115,"Johnson County, Kentucky",0.7190,0.1770,0.0543,37055,22634
21,175,"Morgan County, Kentucky",0.7466,0.1645,0.1396,36134,13288
21,199,"Pulaski County, Kentucky",0.6898,0.1866,0.1110,39998,64350
21,001,"Adair County, Kentucky",0.7612,0.1858,0.1284,38021,19222
21,025,"Breathitt County, Kentucky",0.7102,0.1647,0.0674,27344,12977
21,099,"Hart County, Kentucky",0.7413,0.1636,0.1598,38396,18729
21,223,"Trimble County, Kentucky",0.7710,0.1712,0.1148,53056,8558
21,105,"Hickman County, Kentucky",0.8281,0.2432,0.2445,42929,4510
21,143,"Lyon County, Kentucky",0.7936,0.2671,0.1838,52528,8271
21,135,"Lewis County, Kentucky",0.7397,0.1787,0.0440,31147,13417
21,239,"Woodford County, Kentucky",0.7070,0.1774,0.2498,63820,26318
21,131,"Leslie County, Kentucky",0.8138,0.1743,0.0484,31627,10283
21,127,"Lawrence County, Kentucky",0.7493,0.1708,0.0390,32798,15671
21,145,"McCracken County, Kentucky",0.6507,0.1938,0.2936,46080,65268
21,235,"Whitley County, Kentucky",0.6880,0.1578,0.0781,39005,36131
21,071,"Floyd County, Kentucky",0.6991,0.1750,0.0582,32730,36456
21,117,"Kenton County, Kentucky",0.6613,0.1395,0.2125,64339,165668
21,153,"Magoffin County, Kentucky",0.7253,0.1676,0.0244,28147,12491
21,205,"Rowan County, Kentucky",0.5984,0.1362,0.1059,38230,24507
21,217,"Taylor County, Kentucky",0.6026,0.1741,0.1951,44522,25571
21,039,"Carlisle County, Kentucky",0.8172,0.2063,0.1210,45109,4784
21,065,"Estill County, Kentucky",0.7214,0.1860,0.0194,31688,14224
21,089,"Greenup County, Kentucky",0.7759,0.2029,0.0745,51655,35555
21,069,"Fleming County, Kentucky",0.7322,0.1748,0.0818,44612,14513
21,043,"Carter County, Kentucky",0.7737,0.1828,0.0656,34736,27159
21,081,"Grant County, Kentucky",0.6852,0.1364,0.1071,48714,24951
21,111,"Jefferson County, Kentucky",0.6175,0.1574,0.4945,56586,767419
21,141,"Logan County, Kentucky",0.6970,0.1820,0.2099,48014,26902
21,161,"Mason County, Kentucky",0.6763,0.1747,0.2038,45377,17112
21,191,"Pendleton County, Kentucky",0.7531,0.1552,0.0765,54375,14572
21,201,"Robertson County, Kentucky",0.7491,0.2148,0.1157,41902,2123
21,215,"Spencer County, Kentucky",0.8514,0.1347,0.1140,80166,18680
21,011,"Bath County, Kentucky",0.7207,0.1616,0.0956,44898,12355
21,007,"Ballard County, Kentucky",0.8069,0.2074,0.1425,45048,8032
21,021,"Boyle County, Kentucky",0.6717,0.1855,0.2625,46382,29972
21,087,"Green County, Kentucky",0.7383,0.2014,0.1096,35899,10979
21,095,"Harlan County, Kentucky",0.6883,0.1790,0.0965,26478,26699
21,159,"Martin County, Kentucky",0.7046,0.1569,0.1454,41013,11648
21,137,"Lincoln County, Kentucky",0.7833,0.1784,0.1107,42919,24476
21,171,"Monroe County, Kentucky",0.6972,0.1841,0.1270,34879,10627
21,183,"Ohio County, Kentucky",0.7608,0.1764,0.1101,45564,24071
21,225,"Union County, Kentucky",0.7079,0.1619,0.3029,46673,14638
21,233,"Webster County, Kentucky",0.7182,0.1736,0.2144,42119,13068
21,035,"Calloway County, Kentucky",0.6244,0.1683,0.1933,42273,38837
21,045,"Casey County, Kentucky",0.7729,0.1991,0.1031,34819,15885
21,047,"Christian County, Kentucky",0.4811,0.1206,0.5162,43919,71414
21,059,"Daviess County, Kentucky",0.6794,0.1670,0.2214,51673,100474
21,085,"Grayson County, Kentucky",0.7260,0.1723,0.0925,38612,26247
21,101,"Henderson County, Kentucky",0.6132,0.1721,0.2436,48926,45829
21,103,"Henry County, Kentucky",0.7212,0.1700,0.1617,53926,15911
21,107,"Hopkins County, Kentucky",0.6946,0.1799,0.2117,47170,45331
21,109,"Jackson County, Kentucky",0.7518,0.1701,0.0415,32138,13369
21,125,"Laurel County, Kentucky",0.6994,0.1606,0.0825,41526,60357
