measure_class,dor_code,municipality,fiscal_year,vote_date,description,department,amount,result,votes_yes,votes_no
debt_exclusion,168,Marblehead,1990,1988-06-01,Schools,School,,Pass,2322,2167
debt_exclusion,172,Mashpee,1995,1988-06-01,Ld/18.5 Acres,General Government,,Pass,354,338
debt_exclusion,173,Mattapoisett,1990,1988-06-01,Police Station,Public Works and Facilities,,Pass,545,475
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Windows Center School,SCHOOL,120000,Pass,530,481
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Water Pipes,PUBLIC WORKS & FACILITIES,24450,Pass,502,498
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Water Pipes,PUBLIC WORKS & FACILITIES,15225,Fail,476,522
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Corr Fac,PUBLIC SAFETY,40000,Fail,436,559
capital_exclusion,173,Mattapoisett,1989,1988-06-01,W/S Truck,PUBLIC WORKS & FACILITIES,15000,Fail,408,608
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Computer For High School,SCHOOL,9000,Fail,360,643
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Pickup Truck,PUBLIC WORKS & FACILITIES,14000,Fail,281,722
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Boat,PUBLIC WORKS & FACILITIES,29000,Fail,269,738
capital_exclusion,173,Mattapoisett,1989,1988-06-01,School Roof,SCHOOL,124800,Pass,627,386
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Water Pipes,PUBLIC WORKS & FACILITIES,68360,Fail,487,513
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Chapter 90,PUBLIC WORKS & FACILITIES,41176,Fail,490,499
capital_exclusion,173,Mattapoisett,1989,1988-06-01,Land Purchase,GENERAL GOVERNMENT,17000,Pass,745,278
capital_exclusion,197,Nantucket,1989,1988-06-01,Fire,PUBLIC SAFETY,12000,Pass,1130,667
capital_exclusion,197,Nantucket,1989,1988-06-01,Department Of Public Works Truck,PUBLIC WORKS & FACILITIES,140000,Fail,488,1268
capital_exclusion,197,Nantucket,1989,1988-06-01,Vehicle,GENERAL OPERATING,12000,Fail,506,1313
capital_exclusion,197,Nantucket,1989,1988-06-01,Energy Improvements,PUBLIC WORKS & FACILITIES,15000,Fail,677,1133
capital_exclusion,197,Nantucket,1989,1988-06-01,Bikepath,CULTURE AND RECREATION,158500,Fail,691,1142
capital_exclusion,197,Nantucket,1989,1988-06-01,Department Public Works Truck,PUBLIC WORKS & FACILITIES,40000,Fail,743,1043
capital_exclusion,197,Nantucket,1989,1988-06-01,Recreation,CULTURE AND RECREATION,5000,Fail,753,1027
capital_exclusion,197,Nantucket,1989,1988-06-01,Harbor/Motor,PUBLIC WORKS & FACILITIES,6000,Fail,806,985
capital_exclusion,197,Nantucket,1989,1988-06-01,New Bridge,PUBLIC WORKS & FACILITIES,300000,Fail,810,1034
capital_exclusion,197,Nantucket,1989,1988-06-01,Land,GENERAL GOVERNMENT,20000,Fail,838,948
capital_exclusion,197,Nantucket,1989,1988-06-01,Department Public Works Equipment,PUBLIC WORKS & FACILITIES,24000,Fail,841,932
capital_exclusion,197,Nantucket,1989,1988-06-01,Land - School,SCHOOL,5000,Fail,882,949
capital_exclusion,197,Nantucket,1989,1988-06-01,Handicap,HEALTH AND HUMAN SERVICE,50000,Fail,898,949
capital_exclusion,197,Nantucket,1989,1988-06-01,Fire,PUBLIC WORKS & FACILITIES,150000,Pass,995,803
capital_exclusion,197,Nantucket,1989,1988-06-01,Fire,PUBLIC SAFETY,15000,Pass,1076,733
capital_exclusion,197,Nantucket,1989,1988-06-01,Fire,PUBLIC SAFETY,35000,Pass,1275,542
debt_exclusion,223,Orange,2000,1988-06-01,Construct New Elementary School,School,,Pass,403,303
debt_exclusion,227,Palmer,2000,1988-06-01,Constr/Equip/New Elem/Hs/Rem/High School,School,,Pass,928,202
debt_exclusion,235,Phillipston,1991,1988-06-01,Sc Roof,School,,Pass,53,21
debt_exclusion,235,Phillipston,1991,1988-06-01,Th Flor,General Government,,Pass,49,25
debt_exclusion,235,Phillipston,1991,1988-06-01,Fence,Public Works and Facilities,,Pass,48,26
debt_exclusion,235,Phillipston,1991,1988-06-01,Sc Carp,School,,Pass,41,33
debt_exclusion,299,Townsend,2000,1988-06-01,Construct Police/Comm Center,Public Safety,,Pass,482,358
capital_exclusion,119,Hamilton,1989,1988-07-01,Repair Bridge,PUBLIC WORKS & FACILITIES,162000,Pass,859,721
debt_exclusion,155,Lexington,1990,1988-08-01,Land(Lots: 63&64 From Map 66),General Government,,Pass,5643,5007
debt_exclusion,089,Edgartown,1991,1988-09-01,Purchase Computer System,General Government,,Pass,273,111
debt_exclusion,089,Edgartown,1999,1988-09-01,Construc. Police Station,Public Safety,,Pass,302,93
debt_exclusion,089,Edgartown,2000,1988-09-01,Town Hall Addition/Renovations,General Government,,Pass,298,94
capital_exclusion,089,Edgartown,1989,1988-09-01,Clean Lakes Program,CULTURE AND RECREATION,33000,Pass,300,86
capital_exclusion,173,Mattapoisett,1989,1988-09-01,Corr Fac,PUBLIC SAFETY,40000,Pass,375,237
capital_exclusion,173,Mattapoisett,1989,1988-09-01,Chapter 90,PUBLIC WORKS & FACILITIES,41176,Pass,413,200
capital_exclusion,173,Mattapoisett,1989,1988-09-01,Pipes Gran.,PUBLIC WORKS & FACILITIES,15225,Pass,425,204
capital_exclusion,173,Mattapoisett,1989,1988-09-01,Pipes Eld.,PUBLIC WORKS & FACILITIES,68360,Pass,427,202
debt_exclusion,261,Sandwich,1990,1988-09-01,Engineer Up-Date/W.W.Facil.Plan,Public Works and Facilities,,Pass,677,416
capital_exclusion,240,Plympton,1989,1988-09-15,Landfill,PUBLIC WORKS & FACILITIES,60000,Pass,279,145
debt_exclusion,167,Mansfield,1992,1988-10-01,Land Aquisition Re:Well Site,Public Works and Facilities,,Pass,2305,767
debt_exclusion,167,Mansfield,2000,1988-10-01,Proposed Elementary School,School,,Pass,1833,1249
debt_exclusion,199,Needham,1990,1988-10-01,Purch.73 Acres Ld.For Conservation,General Government,,Pass,4021,3045
debt_exclusion,199,Needham,1998,1988-10-01,3 Acre Land Purchase/From N.H.S,General Government,,Pass,3763,3303
debt_exclusion,199,Needham,2000,1988-10-01,Renno Ned P H Sch/Constr Transt,General Operating,,Pass,4248,2827
debt_exclusion,199,Needham,2000,1988-10-01,Renno.Pol/Firdepthdqtrs/First#2,Public Safety,,Pass,3773,3280
debt_exclusion,239,Plymouth,2000,1988-10-01,Library,Culture and Recreation,,Pass,2094,1973
debt_exclusion,324,West Newbury,1990,1988-10-01,Fire Tr.& Related Apparatus,Public Safety,,Pass,473,448
debt_exclusion,011,Ashburnham,1991,1988-11-01,Sch.Expansion Plans,School,,Pass,1431,731
debt_exclusion,011,Ashburnham,2000,1988-11-01,Repair Dam At Naukeag Lake,Public Works and Facilities,,Pass,1270,877
debt_exclusion,020,Barnstable,1990,1988-11-01,Land,General Government,,Pass,12831,6162
debt_exclusion,033,Blandford,2000,1988-11-01,Regional School/Gateway Renovations,School,,Pass,117,43
debt_exclusion,037,Boxborough,1990,1988-11-01,Fire Dept.Aerial Apparatus,Public Safety,,Pass,1083,523
debt_exclusion,150,Lee,1990,1988-11-01,Memorial Hall/Repairs/Renovations,General Government,,Pass,1207,1026
debt_exclusion,180,Merrimac,2001,1988-11-01,Reconstruct/Repair/2 Elem Schools,School,,Pass,1226,1143
debt_exclusion,224,Orleans,1990,1988-11-01,Land Purchase/Kent Property,General Government,,Pass,750,719
debt_exclusion,224,Orleans,2000,1988-11-01,Construct Elem  School,School,,Pass,1140,331
debt_exclusion,269,Sherborn,1990,1988-11-01,Multiple,General Operating,,Pass,1813,700
debt_exclusion,251,Rockland,2000,1988-11-08,Construct Sewer Lines In All Non-Sew Area,Public Works and Facilities,,Pass,3450,2755
debt_exclusion,332,Westminster,1993,1988-11-09,School Building Construction,School,,Pass,1510,1289
debt_exclusion,007,Amesbury,2000,1988-12-01,Woodsom Farm Lands Acquision,General Government,,Pass,1146,410
debt_exclusion,086,Eastham,2000,1988-12-01,Horton Land,General Government,,Pass,562,400
debt_exclusion,172,Mashpee,1990,1988-12-01,Construct Transfer Station,Public Works and Facilities,,Pass,225,63
debt_exclusion,205,Newbury,2000,1988-12-01,Newbury Elementary School,School,,Pass,518,475
debt_exclusion,273,Somerset,1990,1988-12-01,Const/Sewer Trmt Pl/Rebld W.Road,Public Works and Facilities,,Pass,4948,3803
debt_exclusion,349,Worthington,1993,1988-12-01,Remodel/Repair School Buildings,School,,Pass,53,16
debt_exclusion,075,Dennis,1990,1989-02-01,Transfer Station,Public Works and Facilities,,Pass,533,82
debt_exclusion,123,Hanson,1996,1989-02-01,Construct New Library/Senior Center,General Government,,Pass,410,199
debt_exclusion,151,Leicester,2001,1989-02-01,Design/Construct/New High School,School,,Pass,1182,581
debt_exclusion,172,Mashpee,1999,1989-02-01,Reconstruct Roof/Mashpee Middle School,School,,Pass,170,45
debt_exclusion,116,Groveland,1999,1989-03-01,"Const Furnish, Remodel Bagnall",School,,Pass,548,358
debt_exclusion,167,Mansfield,2000,1989-03-01,Capping Of East St Muni Landfill,Public Works and Facilities,,Pass,1074,1061
debt_exclusion,288,Sudbury,2000,1989-03-01,Senior Ctr. Bldg.Renovations,Health and Human Service,,Pass,2447,2062
debt_exclusion,296,Tisbury,1992,1989-03-01,Comp Hw,General Government,,Pass,374,339
capital_exclusion,343,Winchendon,1990,1989-03-01,New Police Cruiser,PUBLIC SAFETY,13377,Fail,332,1062
capital_exclusion,343,Winchendon,1990,1989-03-01,Asbestos Removal At Schools,SCHOOL,117325,Fail,563,830
capital_exclusion,012,Ashby,1990,1989-04-01,Dump Truck,PUBLIC WORKS & FACILITIES,23500,Fail,168,461
capital_exclusion,012,Ashby,1990,1989-04-01,Police Cruiser,PUBLIC SAFETY,14900,Pass,186,47
capital_exclusion,012,Ashby,1990,1989-04-01,Radios,PUBLIC SAFETY,6000,Fail,268,379
capital_exclusion,012,Ashby,1990,1989-04-01,Ambulance,PUBLIC SAFETY,25000,Fail,273,368
capital_exclusion,012,Ashby,1990,1989-04-01,Emergency Radio,PUBLIC SAFETY,2500,Fail,285,352
capital_exclusion,012,Ashby,1990,1989-04-01,Front End Loader,PUBLIC WORKS & FACILITIES,75000,Fail,140,485
debt_exclusion,051,Carlisle,1991,1989-04-01,Tank Truck For Fire Dept.,Public Safety,,Pass,495,388
capital_exclusion,051,Carlisle,1990,1989-04-01,Public Works Bldg Repair And Fire Alarm,PUBLIC WORKS & FACILITIES,15000,Fail,227,647
capital_exclusion,051,Carlisle,1990,1989-04-01,Dump Truck,PUBLIC WORKS & FACILITIES,50000,Fail,170,706
capital_exclusion,051,Carlisle,1990,1989-04-01,Road Construction,PUBLIC WORKS & FACILITIES,75000,Fail,228,650
debt_exclusion,053,Charlemont,2000,1989-04-01,Repairs/Improvmts/Regional High School,School,,Pass,84,60
debt_exclusion,114,Greenfield,2000,1989-04-01,Rehab /Improvmts/Exsisting Schools,School,,Pass,3031,1323
debt_exclusion,115,Groton,1991,1989-04-01,Reconstruction Of Roads,Public Works and Facilities,,Pass,566,438
debt_exclusion,115,Groton,1998,1989-04-01,Land Townsend Road,General Government,,Pass,496,494
debt_exclusion,115,Groton,2000,1989-04-01,Public Safety Building,Public Safety,,Pass,589,412
capital_exclusion,145,Kingston,1990,1989-04-01,Computer System,GENERAL OPERATING,200000,Fail,788,1119
debt_exclusion,157,Lincoln,2000,1989-04-01,17 Acres Ld Owned By Warren Flt,General Government,,Pass,828,231
debt_exclusion,164,Lynnfield,2000,1989-04-01,Cap. Improvmts/Various Facilities,General Operating,,Pass,1415,852
debt_exclusion,169,Marion,1990,1989-04-01,"Wastewaterplan/Improvmts,Treatment Plant",Public Works and Facilities,,Pass,547,228
debt_exclusion,169,Marion,1991,1989-04-01,Paint Library,Culture and Recreation,,Pass,470,295
debt_exclusion,169,Marion,1991,1989-04-01,Dpw/Engineer/Pub.Util.Rep./Fr Street,Public Works and Facilities,,Pass,407,345
debt_exclusion,169,Marion,1991,1989-04-01,Fund Cemetary Improvmt. Account,Public Works and Facilities,,Pass,430,325
debt_exclusion,169,Marion,1992,1989-04-01,Purchase 28.8 Acres Of Land,General Government,,Pass,556,204
debt_exclusion,169,Marion,1993,1989-04-01,Repair Town Hall Entrance,General Government,,Pass,441,322
debt_exclusion,169,Marion,1993,1989-04-01,Puchase Dump Tr & 2 Pickup Trucks,Public Works and Facilities,,Pass,433,340
debt_exclusion,169,Marion,1993,1989-04-01,Paint Water Tank,Public Works and Facilities,,Pass,397,360
debt_exclusion,169,Marion,1993,1989-04-01,Police And Fire Station Repairs,Public Safety,,Pass,514,247
debt_exclusion,169,Marion,1993,1989-04-01,Removal Of Asbestos At School,School,,Pass,548,221
debt_exclusion,169,Marion,2002,1989-04-01,Reconstruct Regional High School,School,,Pass,495,275
capital_exclusion,232,Pepperell,1990,1989-04-01,Basketball Court,CULTURE AND RECREATION,15000,Fail,775,1463
capital_exclusion,232,Pepperell,1990,1989-04-01,Fire Department Equipment,PUBLIC SAFETY,100000,Fail,690,1518
capital_exclusion,232,Pepperell,1990,1989-04-01,Computer System,GENERAL OPERATING,45000,Fail,619,1604
debt_exclusion,290,Sutton,1991,1989-04-01,Rehab/Constr/S. Middle H. School,School,,Pass,914,501
debt_exclusion,315,Wayland,2000,1989-04-01,Rennov Various Sch 'S/Town Building,General Operating,,Pass,2306,1535
debt_exclusion,315,Wayland,2000,1989-04-01,Design/Construct Landfill Site,Public Works and Facilities,,Pass,2330,1489
debt_exclusion,331,Westhampton,2000,1989-04-01,New Elementary School,School,,Pass,283,188
debt_exclusion,346,Winthrop,1990,1989-04-01,Asbestos Re./Refurbish School Building,School,,Pass,1214,1113
debt_exclusion,351,Yarmouth,2000,1989-04-01,Construct Septage Plant,Public Works and Facilities,,Pass,1971,887
capital_exclusion,335,Westwood,1990,1989-04-24,Multi Capital Purposes,GENERAL OPERATING,298000,Pass,1534,1405
capital_exclusion,012,Ashby,1990,1989-04-25,Purchase Fire Department Hose,PUBLIC SAFETY,3625,Pass,350,298
capital_exclusion,012,Ashby,1990,1989-04-25,Repairing Lyman Bldg For Town Hall,GENERAL OPERATING,150000,Pass,353,301
capital_exclusion,012,Ashby,1990,1989-04-25,4 Self-Contained Breathing Apparatus,PUBLIC SAFETY,4200,Pass,355,292
capital_exclusion,012,Ashby,1990,1989-04-25,Purchase A Waste Oil Furnace,PUBLIC WORKS & FACILITIES,8750,Pass,390,255
capital_exclusion,012,Ashby,1990,1989-04-25,Purchase Attack Nozzles Fire Department,PUBLIC SAFETY,1600,Pass,333,303
debt_exclusion,006,Alford,2000,1989-05-01,Construct So Reg Berk Sch/Mt Evertt Sch,School,,Pass,34,12
debt_exclusion,104,Aquinnah,1990,1989-05-01,Fund Add'L Approp.For Constr.Town Office,General Government,,Pass,62,16
debt_exclusion,013,Ashfield,1991,1989-05-01,Purchase Tanker/Fire Truck,Public Safety,,Pass,218,132
debt_exclusion,037,Boxborough,1991,1989-05-01,Asbestos Removal At School,School,,Pass,318,227
debt_exclusion,041,Brewster,1990,1989-05-01,Equip.For Transfer Station,Public Works and Facilities,,Pass,971,534
debt_exclusion,041,Brewster,2000,1989-05-01,Brewsters Share/Water Treat.Plant,Public Works and Facilities,,Pass,1059,461
debt_exclusion,055,Chatham,1994,1989-05-01,Sewersystm Evaluationstudy/A.68,Public Works and Facilities,,Pass,1094,828
debt_exclusion,055,Chatham,1995,1989-05-01,Dredging Of Chatham Harbor,Public Safety,,Pass,1446,562
debt_exclusion,055,Chatham,2000,1989-05-01,Land For Rec /Conserva/Purposes,Culture and Recreation,,Pass,1233,749
debt_exclusion,055,Chatham,2000,1989-05-01,Relaying Water Mains/Art.62,Public Works and Facilities,,Pass,1281,646
debt_exclusion,055,Chatham,2000,1989-05-01,Construct A Waste Transfer Station #2,Public Works and Facilities,,Pass,1518,467
debt_exclusion,059,Chester,1990,1989-05-01,Revaluation Expenses,General Government,,Pass,86,73
debt_exclusion,059,Chester,1990,1989-05-01,Grader,Public Works and Facilities,,Pass,100,64
debt_exclusion,059,Chester,1990,1989-05-01,Pickup Truck,Public Works and Facilities,,Pass,97,66
debt_exclusion,059,Chester,1990,1989-05-01,Gateway Regional School,School,,Pass,92,69
debt_exclusion,059,Chester,1991,1989-05-01,Town Hall Improvements,General Government,,Pass,121,41
debt_exclusion,063,Clarksburg,1993,1989-05-01,Sewer Project (Mass.Wpc Coll Sy),Public Works and Facilities,,Pass,200,127
debt_exclusion,065,Cohasset,2000,1989-05-01,New Roof At Osgood School,School,,Pass,1241,987
capital_exclusion,065,Cohasset,1990,1989-05-01,Purchase Add'L Equip.Fire Truck,PUBLIC SAFETY,60000,Fail,809,1395
capital_exclusion,065,Cohasset,1990,1989-05-01,Purchase Truck/Van/Various Equipment,PUBLIC WORKS & FACILITIES,58235,Fail,607,1575
debt_exclusion,075,Dennis,2000,1989-05-01,Sewer-Dennis/Yarmouth Regional,General Operating,,Pass,1929,811
debt_exclusion,075,Dennis,2001,1989-05-01,Schools/Wixon,School,,Pass,806,286
debt_exclusion,078,Dover,1991,1989-05-01,Repairs To Do.Sh.Reg.Sch/&Equipment,School,,Pass,918,513
debt_exclusion,078,Dover,1991,1989-05-01,Pur.Dept.Equip/Close Landfill,Public Works and Facilities,,Pass,881,548
debt_exclusion,078,Dover,1997,1989-05-01,Remod/Repairs Car /Chicker School,School,,Pass,927,506
debt_exclusion,083,East Bridgewater,2000,1989-05-01,Construct Town Hall And Police Station,General Operating,,Pass,451,377
debt_exclusion,090,Egremont,1991,1989-05-01,Purchase Fire Dept. Tanker Truck,Public Safety,,Pass,280,121
debt_exclusion,090,Egremont,1996,1989-05-01,Construct New Sch./Remodel Mt E,School,,Pass,295,101
capital_exclusion,090,Egremont,1990,1989-05-01,Wood Chipper,PUBLIC WORKS & FACILITIES,15000,Fail,190,204
debt_exclusion,096,Falmouth,1999,1989-05-01,Construct Blk/Hds&Expand Marina,Public Safety,,Pass,2123,2073
capital_exclusion,096,Falmouth,1990,1989-05-01,Street Lighting,PUBLIC WORKS & FACILITIES,35000,Fail,2083,2178
capital_exclusion,096,Falmouth,1990,1989-05-01,Purchase Of Conservation Land,GENERAL GOVERNMENT,300000,Pass,2428,1847
debt_exclusion,099,Foxborough,1995,1989-05-01,Asbestos Removal From Schools,School,,Pass,1084,824
debt_exclusion,113,Great Barrington,1990,1989-05-01,Bhrschool Distr/Equip/Supp/Improvements,School,,Pass,811,484
debt_exclusion,113,Great Barrington,1990,1989-05-01,Pre-Debt,Pre-Proposition 2 1/2 Debt,,Pass,779,416
debt_exclusion,113,Great Barrington,1990,1989-05-01,Fire Truck,Public Safety,,Pass,824,416
debt_exclusion,120,Hampden,1991,1989-05-01,Reroof Minnechaug Reg.High School,School,,Pass,543,246
debt_exclusion,134,Holden,1995,1989-05-01,Close Landfill,Public Works and Facilities,,Pass,1538,1307
debt_exclusion,134,Holden,1996,1989-05-01,Addition To Mountview School,School,,Pass,1633,1215
debt_exclusion,134,Holden,2000,1989-05-01,Addition To Gail Free Library,Culture and Recreation,,Pass,1580,1274
debt_exclusion,139,Hopkinton,2000,1989-05-01,Schools/Repair Elmwood,School,,Pass,1247,1195
capital_exclusion,139,Hopkinton,1990,1989-05-01,Purchase Fire Truck,PUBLIC SAFETY,169000,Fail,1135,1296
debt_exclusion,143,Huntington,2000,1989-05-01,Gateway Reg  Sch Dist  Debt Service,School,,Pass,155,126
debt_exclusion,158,Littleton,2000,1989-05-01,Landfill,Public Works and Facilities,,Pass,634,283
debt_exclusion,193,Monterey,1990,1989-05-01,So.Berk.Reg.Sch/Exsis.Debt Expenditures,School,,Pass,160,64
debt_exclusion,193,Monterey,2000,1989-05-01,          /Construct/Equipment,School,,Pass,148,70
capital_exclusion,193,Monterey,1990,1989-05-01,Sch. Capital Expenditures,SCHOOL,16003,Pass,171,60
capital_exclusion,193,Monterey,1990,1989-05-01,Computer Hardware/Software,GENERAL OPERATING,12900,Pass,126,105
capital_exclusion,193,Monterey,1990,1989-05-01,Revaluation Expenses,GENERAL OPERATING,43800,Fail,114,116
capital_exclusion,193,Monterey,1990,1989-05-01,Grader/Highway Department,PUBLIC WORKS & FACILITIES,100000,Pass,127,101
debt_exclusion,194,Montgomery,1990,1989-05-01,Repairs/Gat.Reg.School Buildings,School,,Pass,101,82
debt_exclusion,203,New Marlborough,1990,1989-05-01,Purchase New Salem Academy,School,,Pass,64,37
debt_exclusion,203,New Marlborough,1990,1989-05-01,So.Berksh.Reg.Sch.Dist.Cap Improvemnts,School,,Pass,143,52
debt_exclusion,203,New Marlborough,1991,1989-05-01,Loader,Public Works and Facilities,,Pass,166,38
debt_exclusion,203,New Marlborough,1991,1989-05-01,New Fire Truck Tank,Public Safety,,Pass,164,44
debt_exclusion,203,New Marlborough,2000,1989-05-01,Remodel/Repairs/Mt Everett School,School,,Pass,141,65
debt_exclusion,204,New Salem,2000,1989-05-01,Swift River Sch.Constuct  Projects,School,,Pass,73,29
debt_exclusion,204,New Salem,2000,1989-05-01,Purchase New Salem Academy,School,,Pass,64,37
capital_exclusion,221,Oak Bluffs,1990,1989-05-01,Repairs To Oak Bluffs School Building,SCHOOL,140000,Pass,334,195
debt_exclusion,225,Otis,1990,1989-05-01,School/Asbestos Removal,School,,Pass,156,55
capital_exclusion,225,Otis,1990,1989-05-01,Highway Dept./Pickup Truck,PUBLIC WORKS & FACILITIES,11300,Pass,125,86
capital_exclusion,254,Rowley,1990,1989-05-01,Purchase Of Equipment,GENERAL OPERATING,37442,Fail,377,812
capital_exclusion,254,Rowley,1990,1989-05-01,Water Mains,PUBLIC WORKS & FACILITIES,30000,Fail,431,739
debt_exclusion,260,Sandisfield,1990,1989-05-01,Fire Truck Purchase,Public Safety,,Pass,58,32
debt_exclusion,267,Sheffield,2000,1989-05-01,Construct Middle Sch/Remodel High School,School,,Pass,400,198
debt_exclusion,269,Sherborn,1991,1989-05-01,Sch Repairs,School,,Pass,722,378
debt_exclusion,276,Southampton,2000,1989-05-01,Addition To School,School,,Pass,457,362
debt_exclusion,277,Southborough,1991,1989-05-01,Margret Neary School/Repairs,School,,Pass,730,450
debt_exclusion,277,Southborough,1991,1989-05-01,Alg.Reg.H.S./Repairs/Roof/Lab/H,School,,Pass,693,478
debt_exclusion,286,Stow,1991,1989-05-01,Reducing Lead Contam/Sch Bld,School,,Pass,986,806
debt_exclusion,286,Stow,1991,1989-05-01,Asbestos Mgmt/P.C.H.Sch'S&Admbl,School,,Pass,1052,774
debt_exclusion,286,Stow,1991,1989-05-01,Reconstruct Ctr.Sch.Chimney,School,,Pass,971,840
debt_exclusion,296,Tisbury,2000,1989-05-01,Waterproof School,School,,Pass,598,217
debt_exclusion,296,Tisbury,2000,1989-05-01,Restrooms In School For Handicapped,School,,Pass,643,184
debt_exclusion,296,Tisbury,2000,1989-05-01,Cap Landfill,Public Works and Facilities,,Pass,634,193
debt_exclusion,296,Tisbury,2000,1989-05-01,Construct Senior Center,Health and Human Service,,Pass,621,234
debt_exclusion,296,Tisbury,2000,1989-05-01,Handicapped Restrooms,General Government,,Pass,615,202
debt_exclusion,296,Tisbury,2000,1989-05-01,Reconstruct Septage Lagoons,Public Works and Facilities,,Pass,579,226
debt_exclusion,296,Tisbury,2000,1989-05-01,Construct Municipal Septage System Boats,Public Works and Facilities,,Pass,518,298
debt_exclusion,296,Tisbury,2000,1989-05-01,Purchase Pumper Truck,Public Safety,,Pass,502,321
capital_exclusion,300,Truro,1990,1989-05-01,Constr.Transfer Station,PUBLIC WORKS & FACILITIES,89000,Pass,463,184
capital_exclusion,300,Truro,1990,1989-05-01,Truro Share Re:201 Facility (Sewer),PUBLIC WORKS & FACILITIES,92000,Pass,405,225
debt_exclusion,307,Walpole,2000,1989-05-01,Refurbish Boyden School,School,,Pass,2612,1579
debt_exclusion,318,Wellfleet,2000,1989-05-01,Schools/Wellfleet Ele Furnish,School,,Pass,599,510
capital_exclusion,320,Wenham,1990,1989-05-01,Road Construc/Resurfacing,PUBLIC WORKS & FACILITIES,150000,Pass,266,115
debt_exclusion,323,West Brookfield,2000,1989-05-01,Regional Elementary School Renovations,School,,Pass,442,380
debt_exclusion,324,West Newbury,2000,1989-05-01,Pentucket Reg Sch/Repairs/Equipment,School,,Pass,375,374
debt_exclusion,333,Weston,2000,1989-05-01,Public Building Repairs,General Operating,,Pass,1293,580
debt_exclusion,333,Weston,2000,1989-05-01,Water Mains,Public Works and Facilities,,Pass,1254,599
debt_exclusion,333,Weston,2000,1989-05-01,Recreational/Athletic Facility,Culture and Recreation,,Pass,1081,779
capital_exclusion,028,Berlin,1990,1989-05-08,A New Sander Body For Highway,PUBLIC WORKS & FACILITIES,15000,Fail,234,278
capital_exclusion,028,Berlin,1990,1989-05-08,Roll-Off Container To Store,PUBLIC WORKS & FACILITIES,3500,Fail,189,328
capital_exclusion,028,Berlin,1990,1989-05-08,Aerial Mapping The Assessor',GENERAL OPERATING,50000,Fail,173,351
capital_exclusion,028,Berlin,1990,1989-05-08,Chairlift For Handicapped,HEALTH AND HUMAN SERVICE,12000,Pass,307,207
capital_exclusion,028,Berlin,1990,1989-05-08,Fire Dept. Equipment,PUBLIC SAFETY,7500,Pass,379,146
capital_exclusion,267,Sheffield,1990,1989-05-08,Cap.Exp.So.Berksh.Reg.School District,SCHOOL,56337,Pass,360,248
capital_exclusion,267,Sheffield,1990,1989-05-08,Purchase Sanders/Highway Department,PUBLIC WORKS & FACILITIES,8000,Pass,392,223
capital_exclusion,267,Sheffield,1990,1989-05-08,Base Radio Station Fire Department,PUBLIC SAFETY,2950,Pass,443,184
capital_exclusion,267,Sheffield,1990,1989-05-08,Cap. Improvmts/Town Hall,GENERAL OPERATING,15000,Pass,351,261
capital_exclusion,267,Sheffield,1990,1989-05-08,Radar Equip/Police Department,PUBLIC SAFETY,1200,Pass,314,299
capital_exclusion,203,New Marlborough,1990,1989-05-11,Town Hall Improvements,GENERAL OPERATING,2000,Pass,141,69
capital_exclusion,203,New Marlborough,1990,1989-05-11,So.Berksh.Reg.Sch.Capital Expenses,SCHOOL,22769,Pass,129,78
capital_exclusion,327,West Tisbury,1990,1989-05-18,Resurface Road,PUBLIC WORKS & FACILITIES,25000,Fail,210,239
debt_exclusion,020,Barnstable,1998,1989-06-01,To Acquire Burgess Land,General Government,,Pass,3462,2495
capital_exclusion,052,Carver,1990,1989-06-01,School Bus,SCHOOL,28000,Fail,393,1652
debt_exclusion,055,Chatham,2000,1989-06-01,Purchase Land For Recreation/Golf,Culture and Recreation,,Pass,1306,855
debt_exclusion,055,Chatham,2001,1989-06-01,Construct Solid/Waste Trans/Station #3,Public Works and Facilities,,Pass,1557,587
capital_exclusion,065,Cohasset,1990,1989-06-01,Removal Of Underground Gas Tank,PUBLIC WORKS & FACILITIES,10000,Fail,1023,1413
debt_exclusion,068,Conway,1991,1989-06-01,Fire Pumper Truck,Public Safety,,Pass,196,135
debt_exclusion,068,Conway,1991,1989-06-01,Renovate Old Bank Building,General Government,,Pass,180,149
debt_exclusion,086,Eastham,1992,1989-06-01,Renovate & Equip Highway Garage,Public Works and Facilities,,Pass,410,325
debt_exclusion,086,Eastham,1994,1989-06-01,To Fund Town'S Share/Sewer Plan,Public Works and Facilities,,Pass,561,174
debt_exclusion,086,Eastham,2000,1989-06-01,Construct New Police Station,Public Safety,,Pass,454,281
debt_exclusion,159,Longmeadow,2000,1989-06-01,Refurbish Storrs Library,Culture and Recreation,,Pass,937,523
capital_exclusion,173,Mattapoisett,1990,1989-06-01,Land/New Well Site,PUBLIC WORKS & FACILITIES,86000,Pass,480,377
